[00:00:00.080] 男：Ok. 
[03:06:35.965] 女：抬起头说啊，有吗？
[03:06:37.488] 女：嗯，然后然后然后他们就说，对对对对对，就是就是这样，就是讲你你笑一笑。
[03:06:44.399] 女：你你笑起来好看多了，哎呦。
[03:06:48.579] 女：就是就是我跟他说话的时候，就我一抬头我就。
[03:06:52.299] 女：我就不经意就就是看笑着跟他说话嗯。
[03:06:58.579] 女：然后然后然后当时我就觉得挺有趣。
[03:07:01.979] 男：嗯。
[03:07:03.939] 男：这些确实好玩。
[03:07:08.019] 女：然后然后他就说，哎呀，你怎么眉头就皱起来了，好好沉重啊哎。
[03:07:12.839] 女：这怎么了？
[03:07:14.679] 男：嗯，嗯嗯。
[03:07:23.959] 女：你你你不要说。
[03:07:26.799] 男：轻轻的。
[03:07:29.319] 女：嗯，我不知道哎，我会对我会对什么样的人感觉到吸引吗？
[03:07:34.539] 女：我我跟你之间情况太特殊了，我感觉都不能太算。
[03:07:46.319] 女：那难道真的只有安全感才是？
[03:07:48.677] 女：我会感觉到心的唯一来源。
[03:07:51.179] 女：我的大脑虽然全是那种。
[03:07:53.599] 女：我跟他抱抱想更亲近一点的想法，好像也是是因为我们先走的更近了。
[03:07:59.739] 女：让我感觉到比较平静和安全。
[03:08:03.359] 女：所以我也想试试这么做。
[03:08:05.904] 女：嗯。
[03:08:15.219] 女：嗯，不知道到账到账销账。
[03:08:18.404] 女：嗯。
[03:08:18.723] 男：抱抱呢。
[03:08:20.259] 女：你你之前喜欢那些女生，是不是因为你能找到的？
[03:08:25.279] 女：他能对上哪年龄的差距，但是你也不一样啊，你是单纯看他呢，也没有说有什么特别的冲动。
[03:08:33.324] 男：我怂。
[03:08:34.799] 女：你也是个特殊例子，你滚吧。
[03:08:44.599] 女：我操，我懂邓老师，邓老师抓着我去，让我那解释的那下真把。
[03:08:50.231] 男：我吓到了，解释解释啥呀？
[03:08:53.579] 女：他说，你听我说，你听我说。
[03:08:56.155] 男：不是那样的，我靠。
[03:08:58.479] 女：然后就追上来以后想想想想抓着我，然后正好就压到了。
[03:09:02.968] 女：当时尽量让马上让他别碰我，对吧？
[03:09:05.700] 女：嗯，现在一下真的有点把我吓到了，他急了。
[03:09:09.539] 男：又很点呀。
[03:09:21.779] 男：感觉就就这个跟我说。
[03:09:23.603] 女：你说你跟我说什么都是ok的啊。
[03:09:26.379] 女：我能接受啊。
[03:09:28.255] 男：嗯没有自知之明啊。
[03:09:32.399] 女：有但凡也。
[03:09:34.199] 女：有有任何一个人跟你说这话，你你都别信了，都会不知道。
[03:09:39.374] 男：信不了一点，那自己能做到哪一步不知道。
[03:09:46.279] 女：我们我都能听的。
[03:09:48.299] 女：我跟你说，我我。
[03:09:50.619] 女：你说的线上偶像你能接受不？
[03:09:53.199] 男：什么啊？
[03:09:53.778] 男：我明明说你是个新鲜好串。
[03:09:55.902] 女：我还要给吃小串，说你是个新鲜好串。
[03:10:00.299] 男：嗯嗯。
[03:10:01.679] 男：嗯，那你你不肯。
[03:10:03.215] 女：把他跪下来说，我操主持，当时我不是想这样子的。
[03:10:12.099] 女：你这装的多为违行为，大碍一样就是。
[03:10:17.019] 男：没有你说什么。
[03:10:18.454] 女：我都能接受的，后悔我不会承担的。
[03:10:21.803] 男：你真能承担吗？
[03:10:26.019] 女：还是太高看自己了吧。
[03:10:28.099] 男：就是你为什么一定要在先做了事情之后再承担后果呀？
[03:10:34.219] 男：你就不能不做吧，因为对他。
[03:10:37.233] 女：来说那个后果后后果。
[03:10:41.739] 女：后果就是很小的呀，小到他可以做这种东西。
[03:10:45.619] 男：对，就因为你觉得这个后果你可以承担，就可以去做这种事情了。
[03:10:52.959] 女：对呀，就是因为他后，他觉得后果可以承担的这件事情。
[03:10:57.179] 男：哎。
[03:10:58.439] 女：而不是去考虑到这个事情本身。
[03:11:01.598] 男：这不是不对的对，就是他到底能不能他应他能不能去做，他应不应该去做，你有没有个尺子去衡量？
[03:11:12.319] 男：衡量这个的不是你的承担能力，不是你的你你你你你能不能去做，不是你。
[03:11:20.639] 男：不是你的，就是这种承受能力吧，衡量这个的应该是一个。
[03:11:26.099] 男：道德准则，我说真的。
[03:11:28.559] 女：你就变成了承受能力了，就变成了无论发生什么事情我都能接受的。
[03:11:34.126] 男：就是我在考验他一样。
[03:11:35.916] 男：对你这是啥？
[03:11:36.910] 女：你这是一个你好像忍受。
[03:11:39.159] 男：我变成了。
[03:11:40.505] 女：嗯受害者。
[03:11:41.852] 女：没有没有。
[03:11:43.199] 男：他里面应该是。
[03:11:46.459] 男：嗯嗯，你说就是我做了一个错事。
[03:11:50.279] 男：正因为我能承担他，所以我做的这个错事好像没那么错了。
[03:12:00.539] 女：这样这个就是很这个就是很难的一个说法。
[03:12:04.159] 男：很难的说法。
[03:12:05.259] 女：你的意思就是。
[03:12:06.719] 女：男人的男啊，最近你的。
[03:12:12.599] 女：不亏三年。
[03:12:14.259] 男：对对对对对。
[03:12:16.079] 男：还有什么？
[03:12:17.099] 男：我养你啊。
[03:12:18.499] 男：这种。
[03:12:21.999] 女：嗯嗯，那你知道就是这件。
[03:12:24.325] 男：事情我知道他是错的，然后我做了我做了之后，我觉得我能够承担它带来的后果，所以这个错事他好像不那么错了。
[03:12:36.539] 男：他去衡量一件事情的对错，一件事情能不能做，他不是从他的性质上去判断的，他是从呃他对我有什么影响这件事情上去判断的。
[03:12:50.759] 女：你确实得得活得起。
[03:12:53.359] 男：啊，我要再说一遍吗？
[03:12:56.079] 女：等一下。
[03:13:01.459] 女：所以你能看到他他那个小作文里全部是我我我我我我能不能承担？
[03:13:07.792] 女：对。
[03:13:08.159] 女：我能不能做？
[03:13:09.679] 男：对啊。
[03:13:12.359] 女：他很顺利嗯。
[03:13:15.499] 男：他衡量事情对错的标准就是。
[03:13:20.879] 男：这件事情对他造成了影响。
[03:13:26.059] 男：在他真正想要去做某些事情的时候。
[03:13:31.039] 男：那没有一个伦理观。
[03:13:34.079] 男：没有一个道德去约束他。
[03:13:38.459] 男：有些事情是坚决不能做的。
[03:13:42.299] 男：没有这样的观念。
[03:13:44.719] 男：这也是他进行在世俗社会的一个象征吧。
[03:13:53.419] 男：什么？
[03:13:58.239] 女：做了每天快去生气，我说去干嘛，他他们在讲那个。
[03:14:04.419] 女：我做了之后，我觉得能去承担，那么这个事情就没有做。
[03:14:09.379] 男：对。
[03:14:11.399] 女：你再说一遍吧。
[03:14:13.179] 男：嗯，从哪呢？
[03:14:16.099] 女：做了之后什么的，那个大家再催一下嗯嗯。
[03:14:20.499] 男：就是。
[03:14:21.819] 男：嗯，就是啊从那开始吧。
[03:14:25.539] 男：呃，他的逻辑就是。
[03:14:28.519] 男：一个一件一件事情，他是他从性质上来讲，他不对，他是错的。
[03:14:34.039] 男：但是。
[03:14:35.699] 男：假如说我做了之后，我能够承担这个事情的后果。
[03:14:42.379] 男：或者说我觉得我能够承担它的后果。
[03:14:45.979] 男：那么这件事情他就没那么错了。
[03:14:50.339] 男：因为因为什么呢？
[03:14:51.833] 男：那后果都承担了，你要啥我都给你补偿了，那为什么你还要再去说到我呢？
[03:14:59.159] 男：对吧？
[03:14:59.559] 男：他的逻辑是这样子的。
[03:15:02.599] 男：然后。
[03:15:04.339] 男：他其实他就是嗯。
[03:15:08.479] 男：嗯，他衡量一件事情是否对错。
[03:15:13.079] 男：或者说他衡量一件事情是不是能够去做的。
[03:15:18.419] 男：他依靠的不是道德准则，他依靠的不是伦理观，他依靠的是这件事情对我会造成什么影响。
[03:15:28.819] 男：他是从这个角度出发的。
[03:15:31.599] 男：如果一件事情他对我的呃负面影响不大，我觉得我能承担，那我就能够去做，我不必有什么顾虑。
[03:15:41.279] 男：无论他是对的还是错的。
[03:15:44.939] 男：那如果一件事情对我影响比较大，那我就不去做了。
[03:15:49.379] 男：这这是这是一种思考的核心。
[03:15:54.999] 男：他缺少。
[03:15:57.339] 男：一个。
[03:15:59.559] 男：一个一个道德标杆吧，他缺少一个硬性的道德约束。
[03:16:06.259] 男：你这也是。
[03:16:08.179] 男：他经营在世俗社会的一个象征吧。
[03:16:18.919] 女：嗯，哎你你好。
[03:16:20.939] 男：嗯，对。
[03:16:22.999] 男：静音。
[03:16:26.819] 女：我想发朋友圈让他看一下。
[03:16:29.099] 男：什么？
[03:16:30.499] 女：我想发朋友圈。
[03:16:35.299] 男：应该也没啥。
[03:16:36.704] 女：哎，我说这是。
[03:16:38.110] 男：这是书评，书评好。
[03:16:40.899] 女：不是书评。
[03:16:42.241] 男：对也挺好的。
[03:16:46.079] 女：然后给的说不出来。
[03:16:48.479] 男：嗯，什么同样一个。
[03:16:50.999] 女：嗯，一个人衡量一个。
[03:16:54.699] 女：事情是不是对的？
[03:16:57.439] 女：不是根据。
[03:17:01.439] 女：不是根据什么来着？
[03:17:03.239] 男：啊，不是根据这个是它本身的性质。
[03:17:06.799] 女：嗯嗯，不是根据事情本身的性质。
[03:17:13.159] 女：嗯，是。
[03:17:15.719] 女：我是草原。
[03:17:19.379] 女：我能不能衡量后果？
[03:17:21.979] 男：我能不能承担这个后果？
[03:17:25.179] 女：承担后果去看。
[03:17:28.499] 男：他他他把一个理论上的客观的东西给内化成了一个我本位的东西。
[03:17:38.819] 女：从一个客观的东西。
[03:17:41.339] 男：就是同一个你的对，他他他应该是，比如说你不能偷鸡摸狗。
[03:17:47.659] 男：变成了。
[03:17:49.159] 男：如果我偷鸡摸狗不被别人发现，那么我就能偷鸡摸狗。
[03:17:55.519] 男：理解吧，他把。
[03:17:58.259] 男：对。
[03:18:00.539] 男：变成了一个以我的能力为衡量标准的。
[03:18:05.799] 男：这样一个一个一个我本位的视角了。
[03:18:11.999] 男：在这一过程中，他把一个公序良俗给打破了。
[03:18:20.139] 男：进一步说，他认为不存在供需元素都是有可能的。
[03:18:25.919] 男：是这样。
[03:18:28.679] 男：我跟你说，那你不能当小偷。
[03:18:31.199] 男：就变成了就。
[03:18:32.374] 女：就这还跟我谈什么出轨啊？
[03:18:34.959] 女：对呀。
[03:18:35.429] 男：就是你不能当小偷，变成了我当小偷，不能被别人发现。
[03:18:41.839] 男：什么？
[03:18:43.579] 男：那不发现，谁知道我是小偷呢？
[03:18:47.119] 女：等一下嗯，一个人衡量一个事情是否是对的，是不是根据事情本身的性质，而是从我能不能。
[03:18:55.699] 女：承担。
[03:18:57.039] 女：后果去看待的。
[03:18:58.563] 女：嗯，如果一件事情对我来说。
[03:19:02.039] 女：呃，后果是可以承担的。
[03:19:04.459] 女：后果什么不对，那个那个那个你对付的表述什么？
[03:19:08.419] 男：什么？
[03:19:10.219] 女：恶魔的影响。
[03:19:12.699] 男：这如果一件事情对我造成的影响，我是能够承担的。
[03:19:18.079] 女：等一下，如果一件事情对我造成的影响嗯。
[03:19:24.219] 女：然后呢。
[03:19:25.459] 男：我能够承担。
[03:19:27.619] 男：嗯，那我就去做他。
[03:19:33.619] 男：Do. 
[03:19:36.379] 男：核心在于缺少一个。
[03:19:40.279] 男：道德约束缺少这个东西。
[03:19:46.159] 男：缺少某种公认的价值观。
[03:19:50.439] 女：你要说公认的价值观的话，我想和你有亲密关系的情况下，和别人亲人。
[03:19:55.479] 女：也也不算也也也算是违背了呀。
[03:19:58.057] 女：不是不是。
[03:19:58.850] 男：那对，不能这样说。
[03:20:00.779] 男：嗯。
[03:20:02.679] 男：不能说公认的。
[03:20:04.199] 男：缺少某种那种就是。
[03:20:08.519] 男：那种抽象出来的，或者说。
[03:20:12.059] 男：呃，概念化的吧，至少这样的一个衡量标准。
[03:20:19.979] 男：这也是伦理学的一个追求嘛。
[03:20:25.939] 男：缺少伦理，就这样就对了。
[03:20:29.519] 男：缺少伦理标准。
[03:20:32.499] 男：你说人去衡量自己能不能做什么事情？
[03:20:37.199] 男：有些事情为什么他不可以做？
[03:20:40.239] 男：那除了法律的硬性约束之外，不就是道德吗？
[03:20:45.719] 男：但缺少这个东西。
[03:20:50.899] 男：把一种。
[03:20:56.799] 男：把一个行为准则给。
[03:20:59.639] 男：嗯。
[03:21:01.459] 男：给转变为了。
[03:21:07.399] 男：咱们玩什么呢？
[03:21:12.359] 男：怎么有了自我能力的这种。
[03:21:15.879] 男：考察吧。
[03:21:18.499] 男：考虑吧。
[03:21:28.199] 女：嗯。
[03:21:31.459] 男：二宝。
[03:21:32.259] 男：二宝。
[03:21:33.519] 女：我在吃了一个啥。
[03:21:38.919] 女：啊，茶是哪个茶？
[03:21:40.803] 女：警察的茶。
[03:21:42.519] 男：考察、考虑、考量都无所谓。
[03:21:49.399] 女：嗯，嗯嗯。
[03:21:50.939] 女：而是从我能不能承担后果去做的嗯。
[03:21:59.579] 男：这种东西结合例子讲比较方便一点。
[03:22:05.759] 女：你把那个你把你的例子发。
[03:22:08.082] 男：我笑死了嗯。
[03:22:09.299] 男：我我直接说呢。
[03:22:11.739] 女：我要打字。
[03:22:13.419] 男：就就是什么，就是把。
[03:22:16.459] 男：把。
[03:22:17.779] 男：你不能。
[03:22:19.859] 男：当小偷。
[03:22:25.439] 男：给转变成了。
[03:22:29.399] 男：你当小偷不能被别人发现。
[03:22:40.879] 男：有这样一层转换在。
[03:22:51.539] 男：那么这样的话，只要我当小偷，我不被别人发现。
[03:22:56.139] 男：那么这个当小偷，我就是可以去做的。
[03:23:00.179] 男：对吧？
[03:23:04.079] 男：这一种偷换概偷换概念。
[03:23:14.419] 男：那你要溯源的话，当小偷为啥不能去做呢？
[03:23:18.444] 男：你在侵害他人财物。
[03:23:21.659] 男：他人头是嗯。
[03:23:23.919] 男：啊，我在我在我在闲扯。
[03:23:28.539] 男：就是把你。
[03:23:30.479] 男：嗯，不能侵害他人财物的这样一个准则，给转化成了你做坏事不能被发现的这样一个能力上的要求。
[03:23:45.199] 男：甚至于说你你就算被发现了，你小朋友小摸了，别人也罚不了你多少。
[03:23:51.599] 男：那么你还在这后果你能承担吗？
[03:23:54.289] 男：所以所以你就可以去做。
[03:23:57.879] 男：有吗？
[03:24:00.259] 男：我我我我我偷个笔，偷个橡皮的。
[03:24:04.519] 男：我我偷本书的，它价格又不高，你又立不了案。
[03:24:08.819] 男：逮到之后我归还。
[03:24:11.039] 男：有什么后果呢？
[03:24:14.379] 男：那我以后我接着头。
[03:24:22.699] 男：好热。
[03:24:24.799] 女：他压根意识不到就是有问题的，才会跟我说想跟你进一步亲密。
[03:24:29.459] 男：什么？
[03:24:31.299] 女：他意识不知道自己有任何问题，他觉得所以他会跟我说，想和你进行进一步的亲信。
[03:24:39.743] 男：我要不他我靠，他甚至觉得他昨天晚上亲你是ok的。
[03:24:48.799] 男：他完全意识不到他的错吗？
[03:24:53.379] 女：就还在那儿道歉，说让你这么难过真的很抱歉，然后他觉得是冒犯了我。
[03:25:00.679] 女：真的意识到了问题吗？
[03:25:02.779] 男：你要真觉得冒犯，你也不会说，你也不会在那个小作文里面写什么性欲啊，写什么。
[03:25:10.619] 男：更进一步呀，看搞这搞那呀，我的个天你在干嘛，就感觉到他。
[03:25:15.672] 女：只是感觉到了我为此难过，对他为他让我做个道歉。
[03:25:20.094] 男：对对对对对他是因为你难过，他才觉得哦我好像做错了什么东西。
[03:25:28.059] 男：是啥呢？
[03:25:29.059] 男：他他不想知道。
[03:25:31.199] 男：他没听。
[03:25:33.879] 男：让他不想知道。
[03:25:46.239] 男：让他亲你不也是吗？
[03:25:48.181] 男：他能承担后果。
[03:25:50.679] 女：因为他他根本就不需要什么东西，存在什么后果。
[03:25:54.326] 男：对，这就是这个理论吊诡的地方呀。
[03:25:58.659] 男：那我偷别人东西。
[03:26:01.539] 男：那是别人的财产权受到侵犯了。
[03:26:05.179] 男：那不是说你被你偷别人的东西，你被别人打一顿，你觉得你你你能听说被打，所以你就可以去偷。
[03:26:12.479] 男：他把这个概念给偷换了。
[03:26:16.439] 男：那那那那我亲你是是你被冒犯，而不是说我亲你之后，你过来怎么怎么样，我哎我觉得我能承担，所以我就亲你。
[03:26:27.399] 男：你这样说的话，这个这个这个社会它不用运转了。
[03:26:33.619] 男：抠完半夜。
[03:26:42.119] 女：背上嗯。
[03:26:45.879] 女：哎呀，好。
[03:26:49.899] 女：刚刚有的话没记上。
[03:26:52.259] 女：嗯，那只是看因为我难过了才对我道歉，所以哦对，所以所以所以他才会不断的。
[03:27:01.299] 女：他他的道歉只是针对我难过，然后他向我。
[03:27:05.619] 女：需要原谅他，就是因为这个证明了我就不难过了。
[03:27:09.664] 男：对对对。
[03:27:10.271] 女：他就必须了。
[03:27:11.283] 男：对你原谅他就不难过了。
[03:27:13.306] 男：不是对你原谅你就不难过了。
[03:27:15.733] 男：你都原谅了，你还难过啥呢？
[03:27:20.199] 女：要解决的追求我难过的这个问题。
[03:27:23.325] 男：这不要呀。
[03:27:27.139] 男：治标不治本。
[03:27:29.379] 男：但也不知道本在哪。
[03:27:38.079] 女：他的理解能力到标准。
[03:27:40.619] 男：可能你压根没想着去治吧。
[03:27:45.599] 女：可能当我提出来之后，他就拜拜。
[03:27:51.159] 女：所以这个就是不公平的地方了。
[03:27:53.516] 女：我如果我付出了这么多解释成本的话。
[03:27:56.559] 女：他是纯单的，依然很他他他他依然能够很轻松的给我说。
[03:28:02.117] 男：对。
[03:28:06.379] 男：他。
[03:28:11.299] 男：哎。
[03:28:13.739] 男：太他妈自我主义了。
[03:28:21.979] 女：我们就觉得。
[03:28:23.559] 女：可能当当时我很脆弱，然后在那种脆弱的情况下了，我我会难过。
[03:28:30.639] 男：我完全不考虑他对你会有什么影响。
[03:28:38.059] 男：真他妈幼稚。
[03:28:39.434] 男：我就说。
[03:28:44.439] 女：不带了，带不动。
[03:28:50.219] 男：嗯，真他妈幼稚。
[03:28:55.459] 女：什么你不理我也是可以的。
[03:28:58.140] 男：小学生的对呀，搞你妈妈。
[03:29:09.979] 女：你们有什么事联系他好吗？
[03:29:12.208] 女：啥意思啊？
[03:29:14.539] 女：你你你为啥要联系你啊？
[03:29:17.779] 女：你是我。
[03:29:19.064] 男：你是我谁？
[03:29:22.619] 男：你是我谁？
[03:29:25.019] 女：那之后你知道吗？
[03:29:26.362] 女：他这个之后的想法是什么？
[03:29:28.472] 女：指的也是对我们关系之间的想法。
[03:29:33.019] 女：就是就是对我对我们关系之间的想法。
[03:29:36.659] 女：真正在乎的是谁呢？
[03:29:38.477] 女：还是他。
[03:29:39.299] 男：嗯。
[03:29:42.599] 女：他恐惧的在Q就是在在他在乎的。
[03:29:46.299] 女：这个这个问题就是他在乎的同时决定权在我手上的这个东西。
[03:29:52.539] 女：会不会带来让他不安的结果？
[03:29:55.083] 女：然后然后如果这个不安的结果是最坏的，他也能够接受。
[03:30:03.579] 男：嗯，有点嗯嗯嗯。
[03:30:06.619] 女：就是就是他首先他他起了一个。
[03:30:10.699] 女：他起来一般都会想我这么难过，然后然后他他倒下的居然还是一个以up位的一个问题。
[03:30:19.111] 女：对呀。
[03:30:22.179] 女：摧毁我的情绪。
[03:30:23.482] 女：接下来接的那段话居然是关心的是他。
[03:30:27.319] 女：高架关系的那个问题哦。
[03:30:32.499] 女：嗯。
[03:30:34.219] 女：对吧？
[03:30:35.859] 男：对。
[03:30:40.159] 女：什么叫我接下来的想法是什么，他都会接受的。
[03:30:43.709] 女：A还搞得他他是那个等待着我去给他。
[03:30:47.139] 女：那个想法是是我吊着他，然后是。
[03:30:50.859] 女：我可能会伤害到他，然后他都会接受。
[03:30:53.859] 女：就变成了这么一个很诡异的位置了。
[03:30:59.459] 男：你不管怎么想，我都接受。
[03:31:02.499] 男：好像你是那个无理取闹的。
[03:31:09.019] 男：好像他是那个宽容的。
[03:31:15.159] 男：这是你该的呀，我操你他妈，你做错事了，你还让我什么想法？
[03:31:21.579] 男：我砍你的头，操你妈。
[03:31:32.359] 男：在。
[03:31:36.719] 女：但是整出去情绪都是最轻的了。
[03:31:39.719] 男：什么？
[03:31:41.479] 女：人生的这些这些情绪都算是最轻的了。
[03:31:45.194] 男：对呀。
[03:31:46.259] 男：我不让你承担舆论压力，但我是个好人。
[03:31:52.479] 女：就你是说人家说什么你怎么那么善良啊，你怎么那么不懂得保护自己啊，我要是不那么善良，你现在完蛋了，我他妈的。
[03:32:02.421] 男：第二天你就完蛋了。
[03:32:05.279] 男：第二天早上就来找你。
[03:32:08.299] 男：你在哪里都混不下去。
[03:32:11.859] 男：考公的我他妈我再狠一点，我让你这辈子考不了公。
[03:32:17.419] 女：那你看他约我出来。
[03:32:21.999] 女：看他以为我说的是怎么说的。
[03:32:31.339] 男：啊，你要碰到一个狠的啊。
[03:32:33.919] 男：你这样弄。
[03:32:39.079] 女：打个滚吧。
[03:32:42.319] 男：不能，应该很难。
[03:32:43.439] 男：他这辈子没打过工了。
[03:32:45.659] 男：你在里面你在里面坐坐坐两天吧。
[03:32:53.519] 男：好难过。
[03:33:00.699] 男：疲惫晚上散步。
[03:33:04.199] 男：累了，臭。
[03:33:07.999] 男：紧张疯。
[03:33:11.799] 男：你这个狗头。
[03:33:18.259] 男：艳必。
[03:33:22.259] 女：你看到他这里有表现出任何想跟我谈那个傻逼问题的。
[03:33:27.279] 男：吃晚饭，但是不是约你出去玩吗？
[03:33:31.619] 女：嗯，我说我去了就就。
[03:33:33.589] 男：就是就是什么，他累了，然后然后想永远出去走走路玩玩呗。
[03:33:40.699] 男：不不就不就这个态度吗？
[03:33:45.479] 女：然后然后晚上就就爆雷，然后跟我说。
[03:33:48.659] 女：对不起，我我我没有跟你说，我觉得有点想问你这些专业的问题。
[03:33:55.359] 男：嗯嗯嗯嗯嗯。
[03:34:28.839] 女：那他他马上给我发小作文也挺好的。
[03:34:53.179] 女：难道难道他是我一直不清醒的时候，亲，我就只是说单纯的无聊之间的问题吗？
[03:35:00.759] 女：搞得我在那玩意儿啊。
[03:35:04.939] 女：就是就是就是好像这个问题就在于我在做了之后我会讨厌他。
[03:35:10.785] 男：对，所以恋爱剧啊。
[03:35:13.279] 男：所以我为什么之前说。
[03:35:16.419] 男：他可能已经把你把你当成恋爱对象了吧。
[03:35:24.319] 男：他觉得你在闹小脾气。
[03:35:32.399] 男：对吧？
[03:35:39.799] 女：就给这个机会，他们的相亲呀。
[03:35:43.099] 男：哼哼。
[03:35:47.019] 男：就是这样的。
[03:35:50.499] 男：你可能觉得，哎呀，生气了吗？
[03:35:53.345] 男：放两天行了。
[03:35:54.879] 男：我我道个歉，得了道个歉就好了。
[03:36:02.039] 男：他可能已经把你当成一种。
[03:36:05.099] 男：一种就是情侣了吧。
[03:36:12.159] 男：你可能觉得，哎呀，那无非是我想亲他，不给我亲吗？
[03:36:16.528] 男：这很正常的啦。
[03:36:19.079] 男：对吧？
[03:36:21.479] 男：然后。
[03:36:25.679] 男：生气啦之类的。
[03:36:31.999] 男：这不就是一种很。
[03:36:35.159] 男：很典型的那种。
[03:36:38.059] 男：情侣的矛盾纠纷吧。
[03:36:45.579] 男：哎，我不知道，我猜的。
[03:36:49.179] 女：我操。
[03:36:50.539] 男：嗯。
[03:36:51.599] 女：再也不想谈恋爱了。
[03:36:53.299] 女：反正就没谈过。
[03:36:55.279] 男：嗯，爸爸你怎么。
[03:36:56.899] 女：对所以这个时候恋爱恋爱恋爱这个框架会带来很多恶心的问题啊。
[03:37:02.461] 男：对啊。
[03:37:02.999] 男：嗯，小两口闹矛盾了，过两天好了不都这样的态度吗？
[03:37:13.839] 男：他他不不他不是论事，他是论你俩的关系。
[03:37:22.439] 男：那一件事你做错了，你就是做错了。
[03:37:26.239] 男：他不是说你做错了完了之后，哎呀，做情侣别那么计较啊，反正你俩还得处。
[03:37:33.679] 男：让他过去的嘞。
[03:37:35.819] 男：那他也服软了，你就你就给他一个台阶下呗。
[03:37:41.739] 女：我操，这个确实是他的态度，对吗？
[03:37:45.899] 女：这个态度面对那种。
[03:37:49.239] 女：那种那种客套的酒局啊，什么东西啊很有用。
[03:37:53.500] 女：但是你放在两个人之间，这种关系真的很值是。
[03:37:58.399] 男：就就就是这样的态度，就是那种哎呀，小情侣撮合撮合磨合磨合就行了。
[03:38:06.839] 男：那矛盾很正常。
[03:38:09.459] 男：没有这样的看法吗？
[03:38:17.619] 男：那我都道歉了，你给我谈对象，咱俩咱俩这事有点翻篇了。
[03:38:24.099] 男：哎。
[03:38:25.699] 女：嗯，差点要才给我发一个小作文。
[03:38:29.099] 男：什么你在怕什么？
[03:38:30.929] 男：那那肯定是嗯。
[03:38:32.759] 女：他怕他给我发，他在怕什么呢？
[03:38:35.462] 男：你怕你和他掰了。
[03:38:38.399] 男：怕你闹分手了嗯。
[03:38:40.999] 女：那个还还还还给我一个机会吧，意思就是他怕我不给他机会了，而不是怕我受伤了。
[03:38:47.379] 男：对，怕你和他分手，他怕的是这个我按那个情侣模式去套啊。
[03:38:55.199] 男：怕你和他分手，怕你因为这事儿你和他提分手。
[03:39:11.479] 女：那我跟他说，你有没有考虑到有没有考虑到，他说，嗯嗯，我都没想到，放你妈的屁吧。
[03:39:19.159] 男：这妹。
[03:39:22.559] 男：哎，阿谀奉承吗？
[03:39:28.079] 男：反正。
[03:39:29.439] 男：那那只要表现的积极一点，态度端正一点儿。
[03:39:36.199] 男：哎呀，混一混就过去了。
[03:39:44.339] 男：这是一种处理事情的思维惯性。
[03:39:50.719] 女：真的，你你面对星系，你面对老师，你态度端正一点，积极一点，他们就会给你好印象。
[03:39:56.352] 男：给你好处。
[03:39:57.034] 男：对呀，我就跟我。
[03:39:59.259] 男：这就是一种思维惯性。
[03:40:01.302] 男：我，所以为啥我说他。
[03:40:03.259] 男：长期经营在这种世俗文化之中的。
[03:40:07.699] 女：办法呀，你看我为啥要靠近他们，也是因为他能见不见世俗的话嗯。
[03:40:22.819] 男：也不能。
[03:40:24.299] 男：不能这样，这样是不对的。
[03:40:27.639] 男：谈恋爱和你谈人情，那能一样吗？
[03:40:36.999] 男：说好。
[03:40:38.679] 男：好笑。
[03:40:49.899] 男：哎。
[03:40:54.719] 男：把你当另一半了。
[03:40:57.819] 男：虽然说你没同意。
[03:41:01.579] 男：那他就就这样干了。
[03:41:04.479] 女：呃，什么我不知道忘了老师被亲吻是什么想法，但对我来说是决心的体现。
[03:41:10.149] 男：什么奇葩东西？
[03:41:11.283] 男：对呀，他就是哎你是我女朋友，然后咱俩都亲嘴了，咱俩稳了。
[03:41:18.359] 男：你这这这这这都是特别特别寻常的。
[03:41:23.459] 男：嗯，恋爱进程。
[03:41:26.479] 男：要饭是。
[03:41:28.819] 男：电视剧里面都不这样演了。
[03:41:31.839] 女：所以说所以说他不尊重我啊，我都说了那么多次了，我不我不支持恋爱。
[03:41:38.192] 男：对呀。
[03:41:38.630] 女：我我我会进入恋爱，我我不能理解它里面那个框架，他还是那么做了。
[03:41:44.765] 女：对，拿上了4S了。
[03:41:46.539] 男：对。
[03:41:48.819] 男：啊。
[03:41:49.008] 女：然后他没有他没有问过我，你想要的是什么样的。
[03:41:53.019] 男：嗯。
[03:41:55.059] 女：啊，对吧我们没有聊过这个，对。
[03:41:57.234] 男：有没有新版没有聊。
[03:41:58.684] 女：没有问过我，我是怎么样的。
[03:42:00.859] 男：就是你们就就是就是虽然说他嘴上说哎呀，不谈恋爱尊重你，但是他的行为是就是就是就是这样去发展的。
[03:42:13.379] 男：他的行为他是这样去做的。
[03:42:16.999] 男：你这样你你你你你你你行为你这样去做，你嘴上说啥已经不重要了。
[03:42:25.179] 女：不齐了，你刚刚说完我，我不谈，然后他他就发现自己会很快拿下了。
[03:42:32.979] 女：我是一个人。
[03:42:34.859] 女：嗯，然后然后然后然后这个东西呢就和他就和他长期所呃信任的所所认可的这个东西就给契合到，嗯，然后就能给他带来。
[03:42:45.803] 男：安全感对。
[03:42:47.559] 女：新的能给他安全感，这个都吊诡啊。
[03:42:52.339] 男：听了就是你就是我的东西了。
[03:42:59.699] 男：也是一种处女情结吧。
